Tweet Id;Text;Name;Screen Name;UTC;Created At;Favorites;Retweets;Language;Client;Tweet Type;URLs;Hashtags;Mentions;Media Type;Media URLs;;;
1462486380471369728;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;?? quill ?;kirafart;2021-11-21T18:21:39.000Z;Sun Nov 21 18:21:39 +0000 2021;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486377908654081;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;ExpoDragon;elbDragon;2021-11-21T18:21:38.000Z;Sun Nov 21 18:21:38 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486375572328451;RT @google_bizarro : Está como rara la última película de Spiderman https://t.co/GfBmBsyKcq;David Floress;DavidFloorrs;2021-11-21T18:21:38.000Z;Sun Nov 21 18:21:38 +0000 2021;0;0;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEjZhRNXwAUaw6I.jpg;;;
1462486371810136067;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;Deejay Speedwagon;le_DWK;2021-11-21T18:21:37.000Z;Sun Nov 21 18:21:37 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486369150795777;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;Tasty Bepis;TheFatVeggieMan;2021-11-21T18:21:36.000Z;Sun Nov 21 18:21:36 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486356387680259;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;PizzaPasta;brycePizzaPasta;2021-11-21T18:21:33.000Z;Sun Nov 21 18:21:33 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486355829796865;ok pero me han salido muchxs geis en tiktok y Twitter que tienen fetiche con sexualizar a spiderman vistiendose así... ??;????????????? ???????????????????????;ludelgrant;2021-11-21T18:21:33.000Z;Sun Nov 21 18:21:33 +0000 2021;0;0;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;0;0;;;;;
1462486349785841667;"RT @perruscoso : Otro TV SPOT de #SpiderManNoWayHome con varias escenas nuevas !!!!!!#Marvel #SpiderManNoWayHomeTrailer #SpiderMan 
https://t.co/n42hlvmAcx";Estuardo Palacios;EpalaciosT;2021-11-21T18:21:32.000Z;Sun Nov 21 18:21:32 +0000 2021;0;0;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;4;0;video;https://video.twimg.com/ext_tw_video/1462469259758612483/pu/pl/1jXNOKMXSGSF4qTN.m3u8?tag=12&container=fmp4;;;
1462486338205368324;RT @EbrarEfkan : Berke'ye de ayr? bir parantez açmak gerekiyor. Taraftar? oldu?u kulübün, en önemli derbisinde kalede çok sa?lam durdu. Daha iyi yerlere gelmen dile?iyle Spiderman @BerkeOzer ?????? https://t.co/74YKqsRZ2W;Emir Kosif;emirkosif;2021-11-21T18:21:29.000Z;Sun Nov 21 18:21:29 +0000 2021;0;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;1;photo;https://pbs.twimg.com/media/FEvJoo3XsAkuN1D.jpg;;;
1462486327820226568;CIERREN EL ORTO BTS ARMYS MOGOLICAS, ESTE A?O ES DE SPIDERMAN;FranciS ???;Francis76_;2021-11-21T18:21:26.000Z;Sun Nov 21 18:21:26 +0000 2021;0;0;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;0;0;;;;;
